ID,Name,Type,URL,DateAdded
18,Meet - bmw-ejbu-jhb,url,https://meet.google.com/bmw-ejbu-jhb,2020-11-10T16:55:38-06:00
17,Segundo Examen Parcial: Revisión del intento,url,https://moodle.up.edu.mx/mod/quiz/review.php?attempt=1828957&cmid=1135138,2020-11-07T16:28:26-06:00
16,Los modos griegos | Escalas musicales | Teoría musical | Marcos García,url,https://www.marcosgarcia.net/los-modos-griegos/,2020-10-31T16:33:12-06:00
24,Primeros pasos con Jupyter Notebook - Adictos al trabajo,url,https://www.adictosaltrabajo.com/2018/01/18/primeros-pasos-con-jupyter-notebook/,2020-10-06T16:35:37-05:00
15,www.math.uwaterloo.ca/~snburris/cgi-bin/linear-query,url,http://www.math.uwaterloo.ca/~snburris/cgi-bin/linear-query,2020-09-30T14:13:53-05:00
14,10 Progresiones de Acordes Emocionales que Todo Productor Debería Conocer | LANDR Blog,url,https://blog.landr.com/es/10-progresiones-de-acordes-emocionales/,2020-09-23T18:24:40-05:00
13,Acerca de las figuras musicales,url,https://www.slideshare.net/programador69/acerca-de-las-figuras-musicales,2020-08-29T18:24:10-05:00
12,RECURSOS EXPRESIVOS (AGÓGICA Y DINÁMICA) - Mi sitio,url,"http://explorandolamusica.weebly.com/recursos-expresivos-agoacutegica-y-dinaacutemica.html#:~:text=La%20ag%C3%B3gica%20se%20refiere%20a,secci%C3%B3n%20completa%20de%20una%20obra.",2020-08-29T18:24:03-05:00
23,CircuitVerse - Digital Circuit Simulator online,url,https://circuitverse.org/simulator,2020-08-25T00:01:31-05:00
22,Untitled - Jupyter Notebook,url,http://localhost:8888/notebooks/Untitled.ipynb?kernel_name=python3,2020-08-13T15:51:02-05:00
21,Pinterest,url,https://www.pinterest.com.mx/pin/539587599104587464/?nic_v1=1axlkVV1X7h314Ll4wm%2B5UKMmyp2LeaYqUBcsSToeI%2FZy%2B3z5631GKkyi8TpEn7XUQ,2020-07-26T02:08:47-05:00
11,"Jazz Moderno, Suave, Alegre y Contemporaneo para Trabajar - Música de Jazz Moderna con Saxofón - YouTube",url,https://www.youtube.com/watch?v=X12JEDT_FNE,2020-07-04T00:24:11-05:00
20,17. Python HACKING: Creando un CHATBOT (ChatterBot) - YouTube,url,https://www.youtube.com/watch?v=uz1JK_OAcu0,2020-06-24T01:41:25-05:00
45,INTEGRALES DE FUNCIONES RACIONALES RESUELTAS PASO A PASO: METODOS DE INTEGRACION: BACHILLER,url,https://www.matesfacil.com/ejercicios-resueltos-integrales-racionales.html,2020-06-16T16:45:51-05:00
44,Online calculadora. Resolución de sistemas de ecuaciones lineales. Eliminación de Gauss-Jordan,url,http://es.onlinemschool.com/math/assistance/equation/gaus/,2020-05-31T22:43:37-05:00
43,Cálculo de la recta tangente a una curva en un punto. Ejercicios resueltos.,url,https://ekuatio.com/calculo-de-la-recta-tangente-a-una-curva-en-un-punto-ejercicios-resueltos/,2020-05-28T05:23:46-05:00
42,resolver para 2senx=1 - Calculadora paso por paso - Symbolab,url,https://es.symbolab.com/solver/step-by-step/resolver%20para%202senx%3D1,2020-05-28T01:31:07-05:00
41,"Circus Theme Song - Crazy Monkey Remix (listen on spotify, amazon, itunes,...) - YouTube",url,https://www.youtube.com/watch?v=yk6_9prIxwA,2020-05-27T22:41:37-05:00
10,Convertidor Youtube Mp3 | Mp3 Youtube,url,https://mp3-youtube.download/es/easiest-youtube-converter,2020-05-18T15:37:20-05:00
9,Tarea14cd.pdf,url,file:///C:/Users/scago/Downloads/Tarea14cd.pdf,2020-05-13T23:10:56-05:00
8,NVIDIA RTX Voice: Setup Guide,url,https://www.nvidia.com/en-us/geforce/guides/nvidia-rtx-voice-setup-guide/,2020-05-09T20:27:04-05:00
