TargetPath,URL,TotalBytes,StartTime,EndTime,MimeType
C:\Users\scago\Downloads\Sibelius 8.0.0.66.rar,https://drive.google.com/u/1/uc?id=1sTTshF1M3MCOMiUXhK4yMFUU5ZczudAi&export=download,857346770,2022-09-17T19:26:02.748774-05:00,2022-09-17T19:34:52.90976-05:00,application/rar
C:\Users\scago\Downloads\flutter_windows_3.3.6-stable.zip,https://docs.flutter.dev/get-started/install/windows,856745032,2022-10-29T01:14:56.519678-05:00,2022-10-29T01:47:56.867102-05:00,application/x-zip-compressed
C:\Users\scago\Downloads\GMT20210213-175334_JUAN-JOSE-_640x360.mp4,https://up-edu-mx.zoom.us/rec/play/m_y2u9tpW-Xq-16zFY2czX-96NbITpB33Th3bRy0BWLsxmHeSf8E442jRxRkH3-24MiIna-x1aQDng5E.5TCBjG8YZHiM6wqR?continueMode=true&_x_zm_rtaid=vUfLpTiJQQSorJXga-fOZw.1613606474822.a336c593c4f2e4e5ba5b7d76db2761dc&_x_zm_rhtaid=721,586745733,2021-02-18T00:42:49.737455-06:00,2021-02-18T01:12:30.626476-06:00,application/octet-stream
C:\Users\scago\Downloads\2022-03-28_10-16-49.mp4,https://drive.google.com/u/0/uc?id=1-oTxnSAGyExBcd1577psLM15jUw2-wj3&export=download,511290091,2022-03-29T03:38:57.458943-06:00,2022-03-29T03:49:01.492057-06:00,video/mp4
C:\Users\scago\Downloads\Proteus 8.11 SP0 - ELECTROALL.rar,https://www.mediafire.com/file/wn3nv3txxmnomxo/Proteus_8.11_SP0_-_ELECTROALL.rar/file,451099656,2022-04-21T03:46:10.119346-05:00,2022-04-21T03:54:30.674291-05:00,application/x-rar
C:\Users\scago\Downloads\kingdom-20220826T141804Z-001.zip,https://drive.google.com/drive/u/1/folders/1W7Ro4Jvo4BppUg_84RXC1M9BPwMveKLI,382712784,2022-08-26T15:18:38.336129-05:00,2022-08-26T15:21:07.004687-05:00,application/x-zip-compressed
C:\Users\scago\Downloads\kingdom-20220824T144117Z-001.zip,https://drive.google.com/drive/folders/1eMrCJfcA3ZXAjFq47P-xSSiiI2uiaxSp,376317259,2022-08-24T15:42:02.473943-05:00,2022-08-24T15:45:18.925951-05:00,application/x-zip-compressed
C:\Users\scago\Downloads\kingdom2-20220928T014240Z-001.zip,https://drive.google.com/drive/u/1/folders/12A2auIiomM9eACBKru767JsjMqiuangF,330267371,2022-09-28T02:43:08.846017-05:00,2022-09-28T02:43:46.541583-05:00,application/x-zip-compressed
C:\Users\scago\Downloads\20201107_131813.mp4,https://drive.google.com/drive/u/0/folders/1M7StUV6dhZmXJn7qwSZ5FaorR6ehBNwE,305556000,2020-11-07T20:00:05.433787-06:00,2020-11-07T20:06:54.980509-06:00,video/mp4
C:\Users\scago\Downloads\cocos2d-x-4.0.zip,https://cocos2d-x.org/filedown/cocos2d-x-v4.0,284491396,2020-11-09T01:29:24.039442-06:00,2020-11-09T01:44:30.917447-06:00,application/zip
C:\Users\scago\Downloads\wondershare filmora X 2021 v10.1.20.16.rar,https://www.mediafire.com/file/uvxwqn9z8ym6o5e/wondershare_filmora_X_2021_v10.1.20.16.rar/file,263854885,2022-04-09T07:08:50.59386-05:00,2022-04-09T07:12:38.142071-05:00,application/x-rar
C:\Users\scago\Downloads\mm_improvmasterclass_vo1_booklet (1).pdf,https://drive.google.com/drive/u/0/shared-with-me,256434202,2021-01-12T00:31:36.162891-06:00,2021-01-12T00:40:05.828551-06:00,application/pdf
C:\Users\scago\Downloads\mm_improvmasterclass_vo1_booklet (2).pdf,https://drive.google.com/drive/u/0/shared-with-me,256434202,2021-01-26T00:43:00.604359-06:00,2021-01-26T00:46:08.058746-06:00,application/pdf
C:\Users\scago\Downloads\CHESSpectacular-main.zip,https://minhaskamal.github.io/DownGit/#/home?url=https:%2F%2Fgithub.com%2FLuisR-jpg%2FCHESSpectacular,228154553,2022-04-11T23:10:09.135513-05:00,2022-04-11T23:14:43.128961-05:00,application/zip
C:\Users\scago\Downloads\jdk-8u202-windows-x64.exe,https://login.oracle.com/mysso/signon.jsp,221852512,2022-10-26T23:22:34.45811-05:00,2022-10-26T23:23:58.782542-05:00,application/x-msdownload
C:\Users\scago\Downloads\COD.zip,https://upmoodlecloud.up.edu.mx/pluginfile.php/548890/assignsubmission_file/submission_files/1031056/COD.zip?forcedownload=1,211905411,2022-07-14T15:11:03.763813-05:00,2022-07-14T15:16:51.695435-05:00,application/x-zip-compressed
C:\Users\scago\Downloads\openjdk-11.0.2_windows-x64_bin.zip,https://jdk.java.net/archive/,187383323,2022-10-31T23:26:53.432884-06:00,2022-10-31T23:27:23.076812-06:00,application/x-zip-compressed
C:\Users\scago\Downloads\jdk-11.0.1_windows-x64_bin.zip,https://www.oracle.com/mx/java/technologies/javase/jdk11-archive-downloads.html,179293338,2022-11-03T02:16:54.129984-06:00,2022-11-03T02:18:31.291398-06:00,application/x-zip-compressed
C:\Users\scago\Downloads\OpenJDK11U-jdk_x64_windows_hotspot_11.0.10_9.msi,https://github.com/AdoptOpenJDK/openjdk11-binaries/releases/download/jdk-11.0.10+9/OpenJDK11U-jdk_x64_windows_hotspot_11.0.10_9.msi,173178880,2021-02-18T16:31:56.61204-06:00,2021-02-18T16:52:30.334219-06:00,application/octet-stream
C:\Users\scago\Downloads\1080p.mov,https://drive.google.com/drive/folders/17yTAHOKBuo7BebVDjr0Tw2Bh-Jj1cUxN,169533373,2020-12-15T14:57:26.441679-06:00,2020-12-15T14:59:34.259586-06:00,video/quicktime
C:\Users\scago\Downloads\Male-20220902T045523Z-001.zip,https://drive.google.com/drive/u/1/folders/1Vb2SQ7E703RSIG3DADvoMjrWmkCBcS8u,164242982,2022-09-02T05:56:10.347837-05:00,2022-09-02T05:58:14.264632-05:00,application/x-zip-compressed
C:\Users\scago\Downloads\arduino-ide_2.0.0-rc7_Windows_64bit.exe,https://www.arduino.cc/en/donate/,161477592,2022-06-13T18:59:04.306568-05:00,2022-06-13T19:00:21.93401-05:00,application/octet-stream
C:\Users\scago\Downloads\EpicInstaller-13.3.0-83f8f2d04c5f4a7cb65180c549cfa300.msi,https://launcher-public-service-prod06.ol.epicgames.com/launcher/api/installer/download/EpicGamesLauncherInstaller.msi?trackingId=83f8f2d04c5f4a7cb65180c549cfa300,158863360,2022-07-10T16:23:54.977643-05:00,2022-07-10T16:26:11.461424-05:00,application/x-ole-storage
C:\Users\scago\Downloads\city_building_downtown_02.zip,https://sketchfab.com/3d-models/city-building-downtown-02-7fbeffa5e541493ba65a0ec27dd295ef#download,152395886,2022-03-27T19:31:01.220909-06:00,2022-03-27T19:37:48.739021-06:00,application/zip
C:\Users\scago\Downloads\Postman-win64-9.21.2-Setup.exe,https://www.postman.com/downloads/,147539872,2022-06-20T19:14:16.533035-05:00,2022-06-20T19:16:22.511735-05:00,application/octet-stream
C:\Users\scago\Downloads\Traits.zip,https://app.box.com/folder/167125212937,138059057,2022-08-18T18:05:58.103195-05:00,2022-08-18T18:11:28.129108-05:00,application/x-zip-compressed
C:\Users\scago\Downloads\Traits.zip,https://app.box.com/folder/0,138040195,2022-08-18T17:02:04.702538-05:00,2022-08-18T17:06:23.183508-05:00,application/x-zip-compressed
C:\Users\scago\Downloads\WhatsAppSetup.exe,https://www.whatsapp.com/download,129598664,2021-03-31T03:52:50.3227-06:00,2021-03-31T04:12:32.37946-06:00,application/octet-stream
C:\Users\scago\Downloads\Earpro6setup.exe,https://drive.google.com/drive/folders/1qVi9lqkP-ijadgPpwsqdflYoGmktp_24,128987528,2021-04-01T01:20:34.373806-06:00,2021-04-01T01:31:45.700481-06:00,application/x-dosexec
C:\Users\scago\Downloads\Teams_windows_x64.exe,https://teams.live.com/_#?cmpid=smbtotfl,127629600,2022-08-23T16:10:55.414604-05:00,2022-08-23T16:12:26.428038-05:00,application/x-msdownload
C:\Users\scago\Downloads\GitHubDesktopSetup-x64.exe,https://desktop.github.com/,125685648,2022-04-15T14:54:14.080821-05:00,2022-04-15T14:58:48.569536-05:00,application/x-msdownload
C:\Users\scago\Downloads\Walking.zip,https://www.mixamo.com/#/?page=1&query=&type=Character,111165734,2022-06-15T22:07:41.278536-05:00,2022-06-15T22:11:22.914958-05:00,application/octet-stream
C:\Users\scago\Downloads\Ch10_nonPBR.zip,https://www.mixamo.com/#/?page=1&type=Character,111123522,2022-06-15T22:25:39.454531-05:00,2022-06-15T22:28:27.483196-05:00,application/octet-stream
C:\Users\scago\Downloads\Zombie Attack.fbx,https://www.mixamo.com/#/?genres=&page=1&query=attack,110994944,2022-06-16T04:44:29.475162-05:00,2022-06-16T04:46:54.887752-05:00,application/octet-stream
C:\Users\scago\Downloads\Ch10_nonPBR@Idle.fbx,https://www.mixamo.com/#/?page=1&query=idle&type=Motion%2CMotionPack,110775216,2022-06-15T22:16:31.265209-05:00,2022-06-15T22:20:15.893442-05:00,application/octet-stream
C:\Users\scago\Downloads\Running.fbx,https://www.mixamo.com/#/?page=1&query=run,110741008,2022-06-16T03:29:12.389786-05:00,2022-06-16T03:32:27.593081-05:00,application/octet-stream
C:\Users\scago\Downloads\Walking.fbx,https://www.mixamo.com/#/?page=1&query=walk,110697632,2022-06-16T03:11:16.080357-05:00,2022-06-16T03:14:32.558201-05:00,application/octet-stream
C:\Users\scago\Downloads\Ch10_nonPBR@Walking.fbx,https://www.mixamo.com/#/?page=1&query=&type=Character,110692224,2022-06-15T22:12:52.751509-05:00,2022-06-15T22:15:52.094995-05:00,application/octet-stream
C:\Users\scago\Downloads\Ch10_nonPBR@Crouched Sneaking Right.fbx,https://www.mixamo.com/#/?page=1&query=right&type=Motion%2CMotionPack,110686288,2022-06-15T22:22:20.383828-05:00,2022-06-15T22:25:51.503763-05:00,application/octet-stream
C:\Users\scago\Downloads\Ch10_nonPBR@Running Turn 180.fbx,https://www.mixamo.com/#/?page=1&query=running&type=Motion%2CMotionPack,110641840,2022-06-15T22:18:00.381079-05:00,2022-06-15T22:21:40.95739-05:00,application/octet-stream
C:\Users\scago\Downloads\Injured Run.fbx,https://www.mixamo.com/#/?page=1&query=run,110641840,2022-06-16T03:14:04.33316-05:00,2022-06-16T03:17:22.897036-05:00,application/octet-stream
C:\Users\scago\Downloads\Ch10_nonPBR.fbx,https://www.mixamo.com/#/?page=1&type=Character,110587680,2022-06-15T22:38:14.502227-05:00,2022-06-15T22:41:30.232207-05:00,application/octet-stream
C:\Users\scago\Downloads\VirtualBox-6.1.14-140239-Win.exe,https://www.virtualbox.org/wiki/Downloads,108007440,2020-09-14T02:17:45.637061-05:00,2020-09-14T02:21:02.362556-05:00,application/octet-stream
C:\Users\scago\Downloads\UnityHubSetup.exe,https://unity.com/download,107927008,2022-07-06T15:01:02.812522-05:00,2022-07-06T15:03:11.645732-05:00,application/x-msdownload
C:\Users\scago\Downloads\gradle-6.9.3-bin.zip,https://gradle.org/next-steps/?version=6.9.3&format=bin,107675427,2022-10-27T02:20:58.017031-05:00,2022-10-27T02:26:17.393988-05:00,application/x-zip-compressed
C:\Users\scago\Downloads\gradle-6.4-bin.zip,https://gradle.org/next-steps/?version=6.4&format=bin,102374614,2022-10-27T03:57:00.860928-05:00,2022-10-27T04:04:49.837591-05:00,application/x-zip-compressed
C:\Users\scago\Downloads\GitHubDesktopSetup.exe,https://desktop.github.com/,100633080,2020-12-18T19:12:06.430235-06:00,2020-12-18T19:13:57.379591-06:00,application/octet-stream
C:\Users\scago\Downloads\images-v5b.zip,file:///C:/Users/scago/Documents/GitHub/VibingStudios/cauldron/build/images-v5b.zip,99499464,2022-08-01T00:14:23.405319-05:00,2022-08-01T00:14:25.853736-05:00,application/x-zip-compressed
C:\Users\scago\Downloads\SlackSetup.exe,https://slack.com/intl/es-mx/downloads/instructions/windows,91353744,2021-04-01T02:58:55.687754-06:00,2021-04-01T03:00:58.837397-06:00,application/octet-stream
C:\Users\scago\Downloads\Vibing.Launcher.Setup.0.1.1.exe,https://github.com/vibingstudio/vibing-launcher/releases/tag/v0.1.1,89471866,2022-07-04T21:09:40.452921-05:00,2022-07-04T21:24:57.055528-05:00,application/octet-stream
C:\Users\scago\Downloads\Rampage 1.1.rar,https://emiss23.itch.io/codremake-rampage,89411905,2022-03-27T12:45:50.85935-06:00,2022-03-27T12:47:17.798261-06:00,application/octet-stream
C:\Users\scago\Downloads\DiscordSetup.exe,https://discord.com/download,82992808,2022-04-06T03:01:39.272377-05:00,2022-04-06T03:03:55.665133-05:00,application/x-msdownload
C:\Users\scago\Downloads\Differential%20Evolution.zip,https://minhaskamal.github.io/DownGit/#/home?url=https:%2F%2Fgithub.com%2FLuisR-jpg%2FSchool%2Ftree%2Fmaster%2FOptimizaci%C3%B3n%20y%20Metaheur%C3%ADsticas%20II%2FEvolutionary%20Computing%2FDifferential%20Evolution,79843520,2022-10-22T19:07:41.333491-05:00,2022-10-22T19:07:45.282576-05:00,application/x-zip-compressed
C:\Users\scago\Downloads\Pac-woman.zip,https://upmoodlecloud.up.edu.mx/mod/assign/view.php?id=358105&action=editsubmission,76332022,2022-06-20T04:54:27.04581-05:00,2022-06-20T04:56:41.720905-05:00,application/zip
C:\Users\scago\Downloads\PWMN.zip,https://upmoodlecloud.up.edu.mx/pluginfile.php/577621/assignsubmission_file/submission_files/1183151/PWMN.zip?forcedownload=1,76321874,2022-07-14T15:10:50.529854-05:00,2022-07-14T15:13:29.623236-05:00,application/x-zip-compressed
C:\Users\scago\Downloads\Zombie FPS v.0.0.2.zip,https://mandov2.itch.io/zombie-fps,74296974,2022-03-27T03:49:45.791339-06:00,2022-03-27T03:50:49.269541-06:00,application/x-zip-compressed
C:\Users\scago\Downloads\store_in_the_mall.zip,https://sketchfab.com/3d-models/store-in-the-mall-fc9b57c38cdf40d697f635bf5a3b2d56#download,70897618,2022-03-27T15:48:36.646909-06:00,2022-03-27T15:51:35.644784-06:00,application/zip
C:\Users\scago\Downloads\military_obstacle.zip,https://sketchfab.com/3d-models/military-obstacle-3e039dcb7664462790079542b8206f3f#download,67939794,2022-03-27T15:46:56.579505-06:00,2022-03-27T15:49:51.943822-06:00,application/zip
C:\Users\scago\Downloads\FPSTest.zip,https://web.whatsapp.com/,66875957,2022-03-24T23:04:21.307254-06:00,2022-03-24T23:04:23.666496-06:00,application/x-zip-compressed
C:\Users\scago\Downloads\Parcial 2 - Proyecto 1 3D.zip,https://drive.google.com/u/0/uc?id=1yKsPi3I5G7QXKM8FMZcs_0RjVj9oTpih&export=download,64782323,2022-03-31T23:37:00.838606-06:00,2022-03-31T23:37:23.241125-06:00,application/x-zip-compressed
C:\Users\scago\Downloads\Parcial 2 - Proyecto 1 3D (1).zip,https://drive.google.com/u/0/uc?id=1yKsPi3I5G7QXKM8FMZcs_0RjVj9oTpih&export=download,64782323,2022-03-31T23:48:32.726395-06:00,2022-03-31T23:48:50.772654-06:00,application/x-zip-compressed
C:\Users\scago\Downloads\scene.zip,https://sketchfab.com/3d-models/scene-a0fefc7f0a5d42829dfc272d2b74ce09#download,62593435,2022-03-27T15:22:35.415386-06:00,2022-03-27T15:25:32.561436-06:00,application/zip
C:\Users\scago\Downloads\old_dirty_arched_wall_8k_pbr.zip,https://sketchfab.com/3d-models/old-dirty-arched-wall-8k-pbr-a847fdc400034e93a11720adc42174bb#download,62199193,2022-03-27T15:23:24.597165-06:00,2022-03-27T15:26:31.219833-06:00,application/zip
C:\Users\scago\Downloads\zombie_monster.zip,https://sketchfab.com/3d-models/zombie-monster-d2f9be4f379a410f8c88745921bde6a0#download,62119082,2022-03-27T15:56:51.429162-06:00,2022-03-27T15:59:41.208429-06:00,application/zip
C:\Users\scago\Downloads\factory_building.zip,https://sketchfab.com/3d-models/factory-building-b78951d79b6d49ae9395e026fe1ca044#download,60770528,2022-04-06T04:06:50.265977-05:00,2022-04-06T04:09:28.477082-05:00,application/zip
C:\Users\scago\Downloads\DifferentialEvolution.ipynb.zip,https://minhaskamal.github.io/DownGit/#/home?url=https:%2F%2Fgithub.com%2Fsaracarolina12%2FIA_School%2Fblob%2Fmaster%2FSemestres%2FOptimizaci%C3%B3n%20y%20Metaheur%C3%ADsticas%20II%2FCode%2FEvolutionary%20Computation%2FDifferentialEvolution%2FDifferentialEvolution.ipynb,60060864,2022-10-14T15:15:36.596986-05:00,2022-10-14T15:15:38.179676-05:00,application/x-zip-compressed
C:\Users\scago\Downloads\shanty__house__building__enterable.zip,https://sketchfab.com/3d-models/shanty-house-building-enterable-64f09376d1a44ffd8716d7cc5f28db9c#download,59609929,2022-03-27T19:32:56.091474-06:00,2022-03-27T19:35:43.542282-06:00,application/zip
C:\Users\scago\Downloads\shanty__house__building__enterable (1).zip,https://sketchfab.com/3d-models/shanty-house-building-enterable-64f09376d1a44ffd8716d7cc5f28db9c#download,59609929,2022-03-30T03:37:49.538145-06:00,2022-03-30T03:41:39.169133-06:00,application/zip
C:\Users\scago\Downloads\brick_building_free.zip,https://sketchfab.com/3d-models/brick-building-free-e48dc73afd864eac9b5a5c73a7ee74ff#download,58683420,2022-03-27T19:27:15.800223-06:00,2022-03-27T19:29:50.135615-06:00,application/zip
C:\Users\scago\Downloads\destructed_building.zip,https://sketchfab.com/3d-models/destructed-building-e67633d77b13479d908c351cdbcc7b0e,58022755,2022-03-30T14:29:57.415557-06:00,2022-03-30T14:32:39.806291-06:00,application/zip
C:\Users\scago\Downloads\codeblocks-20.03-32bit-setup.exe,https://sourceforge.net/projects/codeblocks/files/Binaries/20.03/Windows/32bit/codeblocks-20.03-32bit-setup.exe/download,57013050,2020-09-25T23:33:02.591937-05:00,2020-09-25T23:35:11.619433-05:00,application/octet-stream
C:\Users\scago\Downloads\platform-30_r01.zip,https://androidsdkmanager.azurewebsites.net/SDKPlatform,52274136,2022-10-27T17:13:05.744472-05:00,1601-01-01T00:00:00-06:00,application/x-zip-compressed
C:\Users\scago\Downloads\Traits.zip,https://cdn.discordapp.com/attachments/946088800453550091/1005134415707512912/Traits.zip,49933247,2022-08-09T20:35:19.564059-05:00,2022-08-09T20:36:00.207222-05:00,application/x-zip-compressed
C:\Users\scago\Downloads\Traits.zip,https://cdn.discordapp.com/attachments/946088800453550091/1005134415707512912/Traits.zip,49933247,2022-08-17T21:13:51.147578-05:00,2022-08-17T21:14:47.543414-05:00,application/x-zip-compressed
C:\Users\scago\Downloads\Deadman's Wonderland.mp4,https://loader.to/es95/youtube-mp4-downloader.html,45645716,2022-04-06T07:43:03.054149-05:00,2022-04-06T07:45:23.984813-05:00,application/octet-stream
C:\Users\scago\Downloads\When we were happy (just memories).mp4,https://drive.google.com/drive/u/2/folders/17NiozUQcJzVdn-2ujX8sUBNUcL5Z17zx,44697852,2021-05-27T14:17:13.619398-05:00,2021-05-27T14:17:27.973338-05:00,video/mp4
C:\Users\scago\Documents\Tercer semestre SARA\Matemáticas Discretas\Teoría de Números - M.L. Pérez Segui.pdf,file:///C:/Users/scago/Downloads/Teor%C3%ADa%20de%20N%C3%BAmeros%20-%20M.L.%20P%C3%A9rez%20Segui.pdf,43913996,2020-09-29T02:48:12.789462-05:00,2020-09-29T02:48:22.121686-05:00,application/pdf
C:\Users\scago\Downloads\Teoría de Números - M.L. Pérez Segui.pdf,https://web.whatsapp.com/,43913996,2020-09-28T13:15:00.965572-05:00,2020-09-28T13:15:02.448135-05:00,application/pdf
C:\Users\scago\Downloads\y2mate.com - Deadmans Wonderland_1080p.mp4,https://www.y2mate.com/youtube/9ARPqImtWBQ,43838860,2022-04-06T07:57:00.536462-05:00,2022-04-06T07:57:52.967088-05:00,video/mp4
C:\Users\scago\Downloads\wooden_fences__low_poly.zip,https://sketchfab.com/3d-models/wooden-fences-low-poly-1db7df90770e44128bc154a96bc0fe4c#download,43478310,2022-03-27T15:23:08.634316-06:00,2022-03-27T15:25:07.923951-06:00,application/zip
C:\Users\scago\Downloads\VisualStudioForMacInstaller__464508d38ac2413bb7f8facb2ad26f2e.dmg,https://visualstudio.microsoft.com/es/thank-you-downloading-visual-studio-mac/?sku=communitymac&rel=16#,40858322,2022-03-31T04:57:51.470488-06:00,2022-03-31T04:57:54.192944-06:00,application/octet-stream
C:\Users\scago\Downloads\cpeditor-6.9.4-windows-x64-setup.exe,https://cpeditor.org/download/,40285010,2022-06-26T23:02:55.269428-05:00,2022-06-26T23:04:46.448784-05:00,application/octet-stream
C:\Users\scago\Downloads\20190816_005046.mp4,https://drive.google.com/drive/u/2/folders/12emiNTwCaI9pqzk1ukGmavg6heKNxfv_,35273790,2021-04-06T17:57:33.098051-05:00,2021-04-06T17:57:40.754036-05:00,video/mp4
C:\Users\scago\Downloads\TOEFL Heinemann Student Book.pdf,https://zipextractor.app/,34094020,2021-05-23T03:29:23.564678-05:00,2021-05-23T03:29:41.306578-05:00,application/pdf
C:\Users\scago\Downloads\MinecraftInstaller.exe,https://www.minecraft.net/es-es/download,33317808,2022-03-27T03:18:38.018601-06:00,2022-03-27T03:18:48.107881-06:00,application/octet-stream
C:\Users\scago\Downloads\old_house_wooden.zip,https://sketchfab.com/3d-models/old-house-wooden-9e85d8f480a542d79ca42444e93e13fa#download,32896942,2022-03-30T03:32:58.328492-06:00,2022-03-30T03:34:45.494214-06:00,application/zip
C:\Users\scago\Downloads\PAssist_Std.exe,https://www.diskpart.com/articles/shrink-volume-with-unmovable-files-4348.html,32821248,2021-04-27T18:27:10.86891-05:00,2021-04-27T18:29:42.1147-05:00,application/octet-stream
C:\Users\scago\Downloads\Calculo de varias variables. Stewart.pdf,https://drive.google.com/drive/folders/1UqKlb8TEVcjQqRBz-_8cjkO-OWcF0Kn-,31096555,2021-05-19T17:10:10.251682-05:00,2021-05-19T17:10:25.722951-05:00,application/pdf
C:\Users\scago\Downloads\all-cod-zombie-game-over-songs-w-cinematic-nacht-tag.mp3,https://mp3y.download/es/secure-youtube-convert,30023372,2022-04-09T06:47:47.653173-05:00,2022-04-09T06:48:43.760266-05:00,audio/mpeg
C:\Users\scago\Downloads\(guitar book) the beatles - fingerpicking - hal leonard - guitar tablature (15 songs) (1).pdf,https://drive.google.com/drive/u/0/shared-with-me,29908993,2021-01-12T00:49:11.151856-06:00,2021-01-12T00:49:51.596902-06:00,application/pdf
C:\Users\scago\Downloads\(guitar book) the beatles - fingerpicking - hal leonard - guitar tablature (15 songs).pdf,https://mail.google.com/mail/u/0/#inbox/FMfcgxwKhqlbRXRHCfjbJWspjjqJXMxM,29908993,2020-10-15T00:26:35.039913-05:00,2020-10-15T00:26:45.251083-05:00,application/pdf
C:\Users\scago\Downloads\cpeditor-6.6.5-windows-x64-setup.exe,https://cpeditor.org/,29803809,2020-11-04T13:27:00.005983-06:00,2020-11-04T13:28:35.52853-06:00,application/octet-stream
C:\Users\scago\Downloads\Diseño lógico.pdf,https://web.whatsapp.com/,29381527,2020-10-30T14:29:35.221557-06:00,2020-10-30T14:29:36.296142-06:00,application/pdf
C:\Users\scago\Downloads\old_building.zip,https://sketchfab.com/3d-models/old-building-f72b3723f2a34b6691455947fef598d6#download,29034609,2022-03-27T19:23:06.808982-06:00,2022-03-27T19:24:20.128091-06:00,application/zip
C:\Users\scago\Downloads\node-v16.15.1-x64.msi,https://nodejs.org/es/download/,28577792,2022-06-19T16:01:44.836177-05:00,2022-06-19T16:02:49.13111-05:00,application/octet-stream
C:\Users\scago\Downloads\UnderPressure AnotherOne Bad.wav,https://web.whatsapp.com/#,28473924,2021-02-23T23:16:11.099073-06:00,2021-02-23T23:16:13.055672-06:00,audio/wav
C:\Users\scago\Downloads\build01.zip,https://sketchfab.com/3d-models/build01-15bbc9b5efc74b84b6cc0dc429110d28#download,27816094,2022-03-27T17:34:57.699264-06:00,2022-03-27T17:36:14.547995-06:00,application/zip
C:\Users\scago\Downloads\Differential%20Evolution.zip,https://minhaskamal.github.io/DownGit/#/home?url=https:%2F%2Fgithub.com%2FLuisR-jpg%2FSchool%2Ftree%2Fmaster%2FOptimizaci%C3%B3n%20y%20Metaheur%C3%ADsticas%20II%2FEvolutionary%20Computing%2FDifferential%20Evolution,27671213,2022-10-16T15:36:59.672433-05:00,2022-10-16T15:37:01.104419-05:00,application/x-zip-compressed
C:\Users\scago\Downloads\Segundo_parcial.docx,https://web.whatsapp.com/,27346029,2022-04-08T23:47:20.717084-05:00,2022-04-08T23:47:23.04124-05:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document
C:\Users\scago\Downloads\cmake-3.19.1-win64-x64.msi,https://cmake.org/download/,27275264,2020-12-08T20:56:40.768885-06:00,2020-12-08T20:58:05.071597-06:00,application/octet-stream
C:\Users\scago\Downloads\FPS_Licea.zip,https://mail.google.com/mail/u/0/?hl=es-419#inbox/WhctKKXPlqvSCKmnwxGBDTrndtNTDtVphnbzHVSVqdwthVLDjjXbrGzvwtJXQjmcLhjTCFg,26931621,2022-04-11T03:48:26.658995-05:00,2022-04-11T03:48:51.343493-05:00,application/zip
C:\Users\scago\Downloads\Decodificador M.zip,https://web.whatsapp.com/,26629918,2020-12-08T19:04:16.758944-06:00,2020-12-08T19:04:20.632916-06:00,application/x-zip-compressed
C:\Users\scago\Downloads\grokking-algorithms-illustrated-programmers-curious.pdf,chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://edu.anarcho-copy.org/Algorithm/grokking-algorithms-illustrated-programmers-curious.pdf,26021262,2022-08-31T15:44:23.803423-05:00,2022-08-31T15:44:24.61211-05:00,application/pdf
