TargetPath,URL,TotalBytes,StartTime,EndTime,MimeType
C:\Users\scago\Downloads\Healthy Recipes - Sara.pdf,https://www.canva.com/design/DAEg27ANw_E/_M3Yt2jfTKMy8Lv-tSPwYw/edit,20889007,2022-02-04T15:01:49.276088-06:00,2022-02-04T15:02:22.881011-06:00,application/pdf
"C:\Users\scago\Documents\GitHub\IA_School\Semestres\Patrones de Diseño y Arquitectura de Software\Libros\Eric Freeman, Elisabeth Freeman, Kathy Sierra, Bert Bates-Head First Design Patterns -OReilly (2008).pdf","http://ce.sharif.edu/courses/96-97/2/ce484-1/resources/root/Design%20Patterns/Eric%20Freeman,%20Elisabeth%20Freeman,%20Kathy%20Sierra,%20Bert%20Bates-Head%20First%20Design%20Patterns%20-OReilly%20(2008).pdf",19871441,2022-03-14T02:23:08.932576-06:00,2022-03-14T02:23:27.913693-06:00,application/pdf
C:\Users\scago\Downloads\Healthy Recipes - Sara (1).pdf,https://www.canva.com/design/DAEg27ANw_E/_M3Yt2jfTKMy8Lv-tSPwYw/edit,18090609,2021-08-18T18:37:15.548102-05:00,2021-08-18T18:37:34.041648-05:00,application/pdf
C:\Users\scago\Downloads\Primer_parcial.pdf,https://web.whatsapp.com/#,17522703,2022-02-21T19:55:15.39619-06:00,2022-02-21T19:55:21.897464-06:00,application/pdf
C:\Users\scago\Downloads\Primer_parcial (1).pdf,https://web.whatsapp.com/#,17522703,2022-02-21T19:56:38.254927-06:00,2022-02-21T19:56:44.875905-06:00,application/pdf
C:\Users\scago\Documents\MUSICA\Silbelius.exe,https://www.google.com/url?q=https://cdn.avid.com/Sibelius/Audio%2520Score%2520First/2020/87A3AC76/ASFirst2020.1.exe&source=gmail&ust=1633272029202000&usg=AFQjCNHLfwBBbsGtKIKOoFcDO6hlSrHerQ,16983256,2021-10-02T15:40:41.504853-05:00,2021-10-02T15:44:15.277595-05:00,application/octet-stream
C:\Users\scago\Downloads\caleidoscopio3_1.png,https://convertio.co/es/download/222afeb168e6345d43ecb414916d2d33673a9f/,16860305,2021-08-11T05:54:34.39028-05:00,2021-08-11T05:55:32.104097-05:00,image/png
C:\Users\scago\Downloads\soft-ui-design-system-main.zip,https://upmoodlecloud.up.edu.mx/pluginfile.php/184630/assignsubmission_file/submission_files/41101/soft-ui-design-system-main.zip?forcedownload=1,15762959,2021-08-18T01:01:24.941138-05:00,2021-08-18T01:02:00.253142-05:00,application/zip
C:\Users\scago\Downloads\SCGD-Bootstrap1 (1).zip,https://upmoodlecloud.up.edu.mx/pluginfile.php/184630/assignsubmission_file/submission_files/41101/SCGD-Bootstrap1.zip?forcedownload=1,15696952,2021-08-18T01:01:38.553497-05:00,2021-08-18T01:02:03.284378-05:00,application/zip
C:\Users\scago\Downloads\SCGD-Bootstrap1.zip,https://www.ezyzip.com/carpeta-zip-en-linea.html#,15696952,2021-08-07T03:48:25.996132-05:00,2021-08-07T03:49:02.155907-05:00,application/zip
C:\Users\scago\Downloads\P2-3 Distr Prob Cont v2.1.1016.pptx,https://web.whatsapp.com/#,15139362,2021-10-26T02:25:15.944135-05:00,2021-10-26T02:25:27.147735-05:00,application/vnd.openxmlformats-officedocument.presentationml.presentation
C:\Users\scago\Downloads\Distribuciones Continuas de Probabilidad.pptx,https://web.whatsapp.com/#,15139362,2021-10-26T02:17:58.863796-05:00,2021-10-26T02:18:53.678373-05:00,application/vnd.openxmlformats-officedocument.presentationml.presentation
C:\Users\scago\Downloads\P2-3 Distr Prob Cont v2.1.1016 (1).pptx,https://web.whatsapp.com/#,15139362,2021-09-16T02:42:59.022329-05:00,2021-09-16T02:43:05.250797-05:00,application/vnd.openxmlformats-officedocument.presentationml.presentation
C:\Users\scago\Downloads\stick-control-for-snare-george-l-stone.pdf,https://bateriaipercussiovalls.files.wordpress.com/2014/08/stick-control-for-snare-george-l-stone.pdf,12765533,2021-08-16T21:05:34.012951-05:00,2021-08-16T21:05:37.848496-05:00,application/pdf
C:\Users\scago\Documents\GitHub\IA_School\Semestres\Micros\Microcontroladores II (c)\Libro\1202 LIBRO.pdf,https://web.whatsapp.com/#,12599320,2022-03-13T00:11:37.392402-06:00,2022-03-13T00:13:19.884226-06:00,application/pdf
C:\Users\scago\Downloads\UPBus.zip,https://web.whatsapp.com/#,11133989,2021-10-29T06:12:57.764893-05:00,2021-10-29T06:13:07.648903-05:00,application/x-zip-compressed
C:\Users\scago\Downloads\queen-radio-ga-ga-drum-score.mp3,https://mp3y.download/es/best-online-convert,10656552,2021-11-08T04:06:32.058978-06:00,2021-11-08T04:07:19.099684-06:00,audio/mpeg
C:\Users\scago\Downloads\technews-html-master.zip,https://github.com/FaztWeb/technews-html,9909166,2021-07-06T16:53:23.242903-05:00,2021-07-06T16:53:59.451257-05:00,application/zip
C:\Users\scago\Downloads\Caleidoscopio.png,https://web.whatsapp.com/#,8733213,2021-08-11T05:11:31.712576-05:00,2021-08-11T05:11:34.816285-05:00,image/png
C:\Users\scago\Documents\GitHub\IA_School\Semestres\Modelado de Agentes\Blender\TreeHouse\Music\ForestSound.mp3,https://mp3y.download/es/easy-mp3-convert,8659990,2021-12-07T01:32:05.6969-06:00,2021-12-07T01:32:57.458973-06:00,audio/mpeg
C:\Users\scago\Downloads\Temas_PowerPoint\History of Country Music Minitheme by Slidesgo.pptx,,8233865,2021-11-07T18:54:49.87975-06:00,2021-11-07T18:55:24.298439-06:00,application/vnd.openxmlformats-officedocument.presentationml.presentation
C:\Users\scago\Documents\GitHub\IA_School\Semestres\Aprendizaje Máquina\codigos\datasets\billetes.part6.rar,https://upmoodlecloud.up.edu.mx/mod/folder/view.php?id=307857,8209805,2022-03-02T23:14:28.444343-06:00,2022-03-02T23:14:52.352866-06:00,application/x-rar-compressed
C:\Users\scago\Downloads\Pres2.pptx,https://web.whatsapp.com/#,8141711,2021-09-08T15:43:56.997529-05:00,2021-09-08T15:44:00.715264-05:00,application/vnd.openxmlformats-officedocument.presentationml.presentation
C:\Users\scago\Documents\GitHub\IA_School\Semestres\Modelado de Agentes\Blender\HumanDancing\Mezaquemasaplauda.mp3,https://mp3y.download/es/best-online-convert,8108641,2021-11-13T05:34:42.888479-06:00,2021-11-13T05:35:19.277891-06:00,audio/mpeg
C:\Users\scago\Downloads\KOP940610D11 11 de 4.pdf,https://mail.google.com/mail/u/0/#inbox/WhctKKWxWFpnFfRtVdpfPKTkvZQwssGpdPnqRtwdrmJJQXVnsclKXZHZMzLlLcSTtjXGmdb,7820247,2021-07-01T19:14:29.856336-05:00,2021-07-01T19:14:53.463914-05:00,application/pdf
C:\Users\scago\Downloads\material-kit-master.zip,https://www.creative-tim.com/product/material-kit#,7613699,2021-08-07T01:42:21.1822-05:00,2021-08-07T01:42:40.823101-05:00,application/zip
C:\Users\scago\Documents\GitHub\IA_School\Semestres\Desarrollo Web\Proyectos\Página_Contadores\now-ui-kit-react-main.zip,https://www.creative-tim.com/product/now-ui-kit-react#,7577981,2021-12-16T00:45:44.262473-06:00,2021-12-16T00:46:03.112198-06:00,application/zip
C:\Users\scago\Downloads\now-ui-kit-master.zip,https://www.creative-tim.com/product/now-ui-kit?tracking=first-time#,7465971,2021-08-06T21:03:01.612224-05:00,2021-08-06T21:03:25.531976-05:00,application/zip
C:\Users\scago\Downloads\1-16 TOEFL Exercise 3.m4a,,7462378,2022-02-02T16:25:47.533397-06:00,2022-02-02T16:26:01.47615-06:00,audio/x-m4a
C:\Users\scago\Downloads\imgs.zip,https://upmoodlecloud.up.edu.mx/mod/resource/view.php?id=117657&redirect=1,7420692,2021-09-12T21:44:52.755079-05:00,2021-09-12T21:45:40.501727-05:00,application/zip
C:\Users\scago\Documents\GitHub\IA_School\Semestres\Modelado de Agentes\Blender\TreeHouse\Ground.blend,https://web.whatsapp.com/#,7331368,2021-12-05T22:19:36.181597-06:00,2021-12-05T22:19:53.915655-06:00,application/octet-stream
C:\Users\scago\Downloads\Drop.blend,https://web.whatsapp.com/#,7270228,2021-12-07T02:30:35.506244-06:00,2021-12-07T02:30:42.618919-06:00,application/octet-stream
C:\Users\scago\Downloads\P2-2 Distr Prob Disc 2021v2.6_0329_2.pptx,https://web.whatsapp.com/#,6901148,2021-09-08T15:45:09.786288-05:00,2021-09-08T15:45:13.287485-05:00,application/vnd.openxmlformats-officedocument.presentationml.presentation
C:\Users\scago\Documents\GitHub\IA_School\Semestres\Aprendizaje Máquina\codigos\OpenCV\DeteccionBilletes\prueba1.mp4,https://web.whatsapp.com/#,6840807,2022-03-15T06:45:49.772138-06:00,2022-03-15T06:45:56.404196-06:00,video/mp4
C:\Users\scago\Downloads\Introducción a la guitarra.pptx,https://web.whatsapp.com/#,6453368,2021-10-12T20:12:45.740922-05:00,2021-10-12T20:12:51.386631-05:00,application/vnd.openxmlformats-officedocument.presentationml.presentation
C:\Users\scago\Downloads\Yo Quiero Ser - Motivos.mp3,https://web.whatsapp.com/#,6429996,2022-02-26T16:03:05.734095-06:00,2022-02-26T16:03:10.724113-06:00,audio/mpeg
C:\Users\scago\Downloads\harry-potter-musica.mp3,https://mp3y.download/es/best-online-convert,5731731,2021-11-08T04:32:41.671149-06:00,2021-11-08T04:33:14.92136-06:00,audio/mpeg
C:\Users\scago\Downloads\SQLServer2017-SSEI-Dev.exe,https://download.microsoft.com/download/5/A/7/5A7065A2-C81C-4A31-9972-8A31AC9388C1/SQLServer2017-SSEI-Dev.exe,5704344,2021-08-20T01:12:00.609686-05:00,2021-08-20T01:12:20.867028-05:00,application/octet-stream
C:\Users\scago\Downloads\jingle-bells-instrumental.mp3,https://mp3y.download/es/best-online-convert,5528964,2021-11-08T04:38:14.983249-06:00,2021-11-08T04:38:41.691924-06:00,audio/mpeg
C:\Users\scago\Downloads\Libro Teoría y Armonía.pdf,https://web.whatsapp.com/#,5481883,2021-09-25T15:05:08.656046-05:00,2021-09-25T15:05:14.34763-05:00,application/pdf
C:\Users\scago\Downloads\Tarea 6.zip,https://upmoodlecloud.up.edu.mx/mod/resource/view.php?id=165862&redirect=1,5369898,2021-10-10T17:59:17.507314-05:00,2021-10-10T17:59:44.646953-05:00,application/zip
C:\Users\scago\Downloads\caleidoscopio3_1 (1) (1).png,https://upmoodlecloud.up.edu.mx/pluginfile.php/251496/assignsubmission_file/submission_files/63115/caleidoscopio3_1%20%281%29.png?forcedownload=1,5327018,2021-08-11T05:57:35.467369-05:00,2021-08-11T05:57:51.13315-05:00,image/png
C:\Users\scago\Downloads\caleidoscopio3_1 (1).png,https://www.iloveimg.com/es/descarga/8jy9y981frg5dm1xvkmAdh41rf9vkdyklAd2gbvzhj756gAvfw4mm09c5mnqn461bhjb8v80dA8wAxqsbpxgp443mg4lnpz88rbqj4jzkjp2rv68rz3kswmdycqtg4x1npbdglxdsg50w3228y8632rkjlpg7m6dy9b7ggc0s42g77r537tq/6,5327018,2021-08-11T05:56:52.153085-05:00,2021-08-11T05:57:15.072721-05:00,image/png
C:\Users\scago\Documents\GitHub\IA_School\Semestres\Probabilidad y Estadística\Presentaciones\P2-2.3 Distribuciones Discretas de Probabilidad 2021v2.6_0504 (1).pptx,https://web.whatsapp.com/#,5282171,2021-10-27T15:39:27.37108-05:00,2021-10-27T15:39:33.007516-05:00,application/vnd.openxmlformats-officedocument.presentationml.presentation
C:\Users\scago\Downloads\P2-2.3 Distribuciones Discretas de Probabilidad 2021v2.6_0504.pptx,https://upmoodlecloud.up.edu.mx/mod/resource/view.php?id=145475&redirect=1,5250920,2021-09-16T02:29:45.130236-05:00,2021-09-16T02:29:56.617583-05:00,application/vnd.openxmlformats-officedocument.presentationml.presentation
C:\Users\scago\Documents\Quinto semestre\Optimización y Metaheurísticas\Corrección\P2-2.3 Distribuciones Discretas de Probabilidad 2021v2.6_0504.pptx,https://upmoodlecloud.up.edu.mx/mod/resource/view.php?id=145475&redirect=1,5250920,2021-09-14T02:32:43.339477-05:00,2021-09-14T02:33:06.219985-05:00,application/vnd.openxmlformats-officedocument.presentationml.presentation
C:\Users\scago\Downloads\Me Voy A Ir (1).mp3,https://web.whatsapp.com/#,4924548,2021-11-09T20:24:08.495182-06:00,2021-11-09T20:24:13.18859-06:00,audio/mpeg
