ID,Name,Type,URL,DateAdded
113,CSES - Book Shop,url,https://cses.fi/problemset/task/1158,2021-03-05T05:23:55.98521-06:00
111,Hipgive,url,https://hipgive.org/es,2021-03-02T04:18:55.686243-06:00
109,Opiniones de Netflix | Lee opiniones sobre el servicio de www.netflix.com,url,https://es.trustpilot.com/review/www.netflix.com,2021-02-26T17:52:19.772398-06:00
107,Ecuaciones diferenciales de primer orden,url,http://canek.azc.uam.mx/Ecuaciones/Teoria/2.PrimerOrden/TPrimerOrden.htm,2021-02-21T16:58:11.306618-06:00
103,GPM Website,url,https://www.eorc.jaxa.jp/GPM/en/overview.html#s4d,2021-02-05T00:34:04.653493-06:00
101,Big Software for SmallSats: Adapting cFS to CubeSat Missions,url,https://digitalcommons.usu.edu/cgi/viewcontent.cgi?article=3303&context=smallsat,2021-02-02T16:53:04.485698-06:00
85,Meet - bmw-ejbu-jhb,url,https://meet.google.com/bmw-ejbu-jhb,2020-11-10T16:55:38.854713-06:00
83,Segundo Examen Parcial: Revisión del intento,url,https://moodle.up.edu.mx/mod/quiz/review.php?attempt=1828957&cmid=1135138,2020-11-07T16:28:26.066151-06:00
81,Los modos griegos | Escalas musicales | Teoría musical | Marcos García,url,https://www.marcosgarcia.net/los-modos-griegos/,2020-10-31T16:33:12.80396-06:00
77,www.math.uwaterloo.ca/~snburris/cgi-bin/linear-query,url,http://www.math.uwaterloo.ca/~snburris/cgi-bin/linear-query,2020-09-30T14:13:53.619509-05:00
76,10 Progresiones de Acordes Emocionales que Todo Productor Debería Conocer | LANDR Blog,url,https://blog.landr.com/es/10-progresiones-de-acordes-emocionales/,2020-09-23T18:24:40.253046-05:00
62,Acerca de las figuras musicales,url,https://www.slideshare.net/programador69/acerca-de-las-figuras-musicales,2020-08-29T18:24:10.173336-05:00
61,RECURSOS EXPRESIVOS (AGÓGICA Y DINÁMICA) - Mi sitio,url,"http://explorandolamusica.weebly.com/recursos-expresivos-agoacutegica-y-dinaacutemica.html#:~:text=La%20ag%C3%B3gica%20se%20refiere%20a,secci%C3%B3n%20completa%20de%20una%20obra.",2020-08-29T18:24:03.52541-05:00
46,"Jazz Moderno, Suave, Alegre y Contemporaneo para Trabajar - Música de Jazz Moderna con Saxofón - YouTube",url,https://www.youtube.com/watch?v=X12JEDT_FNE,2020-07-04T00:24:11.13814-05:00
39,INTEGRALES DE FUNCIONES RACIONALES RESUELTAS PASO A PASO: METODOS DE INTEGRACION: BACHILLER,url,https://www.matesfacil.com/ejercicios-resueltos-integrales-racionales.html,2020-06-16T16:45:51.575417-05:00
37,Online calculadora. Resolución de sistemas de ecuaciones lineales. Eliminación de Gauss-Jordan,url,http://es.onlinemschool.com/math/assistance/equation/gaus/,2020-05-31T22:43:37.195391-05:00
34,Cálculo de la recta tangente a una curva en un punto. Ejercicios resueltos.,url,https://ekuatio.com/calculo-de-la-recta-tangente-a-una-curva-en-un-punto-ejercicios-resueltos/,2020-05-28T05:23:46.416799-05:00
33,resolver para 2senx=1 - Calculadora paso por paso - Symbolab,url,https://es.symbolab.com/solver/step-by-step/resolver%20para%202senx%3D1,2020-05-28T01:31:07.966919-05:00
31,"Circus Theme Song - Crazy Monkey Remix (listen on spotify, amazon, itunes,...) - YouTube",url,https://www.youtube.com/watch?v=yk6_9prIxwA,2020-05-27T22:41:37.645978-05:00
22,Convertidor Youtube Mp3 | Mp3 Youtube,url,https://mp3-youtube.download/es/easiest-youtube-converter,2020-05-18T15:37:20.927129-05:00
20,Tarea14cd.pdf,url,file:///C:/Users/scago/Downloads/Tarea14cd.pdf,2020-05-13T23:10:56.356116-05:00
18,Música,folder,,2020-05-09T20:27:35.245312-05:00
17,IA,folder,,2020-05-09T20:27:35.244832-05:00
16,NVIDIA RTX Voice: Setup Guide,url,https://www.nvidia.com/en-us/geforce/guides/nvidia-rtx-voice-setup-guide/,2020-05-09T20:27:04.323752-05:00
3,Favoritos del celular,folder,,2020-03-09T19:41:12.408977-06:00
2,Otros favoritos,folder,,2020-03-09T19:41:12.408962-06:00
1,Barra de favoritos,folder,,2020-03-09T19:41:12.408482-06:00
